x	y	key	label	showSelected2	PANEL	group
0.75	0.166666666666667	0.833333333333333 0.666666666666667 0.5	-0.083	1	1	9
0.75	0.416666666666667	0.833333333333333 0.666666666666667 1	-0.167	1	1	10
0.583333333333333	0.416666666666667	0.666666666666667 0.5 1	-0.167	1	1	8
0.416666666666667	0.416666666666667	0.5 0.333333333333333 1	-0.167	1	1	6
0.25	0.416666666666667	0.333333333333333 0.166666666666667 1	-0.167	1	1	4
0.0833333333333333	0.416666666666667	0.166666666666667 0 1	-0.167	1	1	2
0.75	0.166666666666667	0.833333333333333 0.666666666666667 0.5	-0.083	2	1	9
0.75	0.416666666666667	0.833333333333333 0.666666666666667 1	-0.167	2	1	10
0.583333333333333	0.416666666666667	0.666666666666667 0.5 1	-0.167	2	1	8
0.416666666666667	0.416666666666667	0.5 0.333333333333333 1	-0.167	2	1	6
0.25	0.416666666666667	0.333333333333333 0.166666666666667 1	-0.167	2	1	4
0.0833333333333333	0.416666666666667	0.166666666666667 0 1	-0.167	2	1	2
0.75	0.416666666666667	0.833333333333333 0.666666666666667 1	-0.167	3	1	10
0.583333333333333	0.416666666666667	0.666666666666667 0.5 1	-0.167	3	1	8
0.416666666666667	0.416666666666667	0.5 0.333333333333333 1	-0.167	3	1	6
0.25	0.416666666666667	0.333333333333333 0.166666666666667 1	-0.167	3	1	4
0.0833333333333333	0.416666666666667	0.166666666666667 0 1	-0.167	3	1	2
0.75	0.416666666666667	0.833333333333333 0.666666666666667 1	-0.167	4	1	10
0.583333333333333	0.416666666666667	0.666666666666667 0.5 1	-0.167	4	1	8
0.416666666666667	0.416666666666667	0.5 0.333333333333333 1	-0.167	4	1	6
0.25	0.416666666666667	0.333333333333333 0.166666666666667 1	-0.167	4	1	4
0.0833333333333333	0.416666666666667	0.166666666666667 0 1	-0.167	4	1	2
0.75	0.416666666666667	0.833333333333333 0.666666666666667 1	-0.167	5	1	10
0.583333333333333	0.416666666666667	0.666666666666667 0.5 1	-0.167	5	1	8
0.416666666666667	0.416666666666667	0.5 0.333333333333333 1	-0.167	5	1	6
0.25	0.416666666666667	0.333333333333333 0.166666666666667 1	-0.167	5	1	4
0.0833333333333333	0.416666666666667	0.166666666666667 0 1	-0.167	5	1	2
0.75	0.416666666666667	0.833333333333333 0.666666666666667 1	-0.167	6	1	10
0.583333333333333	0.416666666666667	0.666666666666667 0.5 1	-0.167	6	1	8
0.416666666666667	0.416666666666667	0.5 0.333333333333333 1	-0.167	6	1	6
0.25	0.416666666666667	0.333333333333333 0.166666666666667 1	-0.167	6	1	4
0.0833333333333333	0.416666666666667	0.166666666666667 0 1	-0.167	6	1	2
0.916666666666667	0.166666666666667	1 0.833333333333333 0.5	-0.083	6	1	11
0.75	0.416666666666667	0.833333333333333 0.666666666666667 1	-0.167	7	1	10
0.583333333333333	0.416666666666667	0.666666666666667 0.5 1	-0.167	7	1	8
0.416666666666667	0.416666666666667	0.5 0.333333333333333 1	-0.167	7	1	6
0.25	0.416666666666667	0.333333333333333 0.166666666666667 1	-0.167	7	1	4
0.0833333333333333	0.416666666666667	0.166666666666667 0 1	-0.167	7	1	2
0.916666666666667	0.166666666666667	1 0.833333333333333 0.5	-0.083	7	1	11
0.75	0.416666666666667	0.833333333333333 0.666666666666667 1	-0.167	8	1	10
0.583333333333333	0.416666666666667	0.666666666666667 0.5 1	-0.167	8	1	8
0.416666666666667	0.416666666666667	0.5 0.333333333333333 1	-0.167	8	1	6
0.25	0.416666666666667	0.333333333333333 0.166666666666667 1	-0.167	8	1	4
0.0833333333333333	0.416666666666667	0.166666666666667 0 1	-0.167	8	1	2
0.916666666666667	0.416666666666667	1 0.833333333333333 1	-0.167	8	1	12
0.583333333333333	0.166666666666667	0.666666666666667 0.5 0.5	-0.083	9	1	7
0.583333333333333	0.416666666666667	0.666666666666667 0.5 1	-0.167	9	1	8
0.416666666666667	0.416666666666667	0.5 0.333333333333333 1	-0.167	9	1	6
0.25	0.416666666666667	0.333333333333333 0.166666666666667 1	-0.167	9	1	4
0.0833333333333333	0.416666666666667	0.166666666666667 0 1	-0.167	9	1	2
0.916666666666667	0.166666666666667	1 0.833333333333333 0.5	-0.083	9	1	11
0.583333333333333	0.166666666666667	0.666666666666667 0.5 0.5	-0.083	10	1	7
0.583333333333333	0.416666666666667	0.666666666666667 0.5 1	-0.167	10	1	8
0.416666666666667	0.416666666666667	0.5 0.333333333333333 1	-0.167	10	1	6
0.25	0.416666666666667	0.333333333333333 0.166666666666667 1	-0.167	10	1	4
0.0833333333333333	0.416666666666667	0.166666666666667 0 1	-0.167	10	1	2
0.916666666666667	0.416666666666667	1 0.833333333333333 1	-0.167	10	1	12
0.583333333333333	0.416666666666667	0.666666666666667 0.5 1	-0.167	11	1	8
0.416666666666667	0.416666666666667	0.5 0.333333333333333 1	-0.167	11	1	6
0.25	0.416666666666667	0.333333333333333 0.166666666666667 1	-0.167	11	1	4
0.0833333333333333	0.416666666666667	0.166666666666667 0 1	-0.167	11	1	2
0.916666666666667	0.166666666666667	1 0.833333333333333 0.5	-0.083	11	1	11
0.583333333333333	0.416666666666667	0.666666666666667 0.5 1	-0.167	12	1	8
0.416666666666667	0.416666666666667	0.5 0.333333333333333 1	-0.167	12	1	6
0.25	0.416666666666667	0.333333333333333 0.166666666666667 1	-0.167	12	1	4
0.0833333333333333	0.416666666666667	0.166666666666667 0 1	-0.167	12	1	2
0.916666666666667	0.416666666666667	1 0.833333333333333 1	-0.167	12	1	12
0.583333333333333	0.416666666666667	0.666666666666667 0.5 1	-0.167	13	1	8
0.416666666666667	0.416666666666667	0.5 0.333333333333333 1	-0.167	13	1	6
0.25	0.416666666666667	0.333333333333333 0.166666666666667 1	-0.167	13	1	4
0.0833333333333333	0.416666666666667	0.166666666666667 0 1	-0.167	13	1	2
0.916666666666667	0.166666666666667	1 0.833333333333333 0.5	-0.083	13	1	11
0.583333333333333	0.416666666666667	0.666666666666667 0.5 1	-0.167	14	1	8
0.416666666666667	0.416666666666667	0.5 0.333333333333333 1	-0.167	14	1	6
